Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date
CMLT06AMC1,84746650,,2,1,20081125,20080401,,1840.07,99.46,0,0,0,0,0,3.23,238712.04,238552.13,0,0,159.91,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,159.91,1740.61,N,0,0,0,1999.98,0,0,0,xxx,,0,0,10,0,0,0,9.25,0,8.73375,0,,,328,x,xxxxxxxx
CMLT06AMC1,84932177,,1,1,20081125,20080501,,855.47,46.87,0,0,0,0,0,1.52,112499.94,112499.94,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.6,N,0,0,0,855.47,0,0,0,xxx,,0,0,10,0,0,0,9.125,0,8.60875,0,,,328,x,xxxxxxxx
CMLT06AMC1,84951979,,1,1,20081125,20080701,,572.17,36.21,0,0,0,0,0,1.18,86911.73,86837.04,0,0,74.69,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,74.69,535.96,N,0,0,0,646.86,0,0,0,xxx,,0,0,0,0,0,0,7.9,0,7.38375,0,,,328,x,xxxxxxxx
CMLT06AMC1,85236172,,2,1,20081125,20080901,,648.9,37.95,0,0,0,0,0,1.23,91074.34,91006.45,0,0,67.89,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,67.89,610.95,N,0,0,0,716.79,0,0,0,xxx,,0,0,0,0,0,0,8.55,0,8.03375,0,,,331,x,xxxxxxxx
CMLT06AMC1,85378057,,1,1,20081125,20080801,,559.12,31.95,0,0,0,0,0,1.04,76678.8,76623.6,0,0,55.2,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,527.17,N,0,0,0,614.32,0,0,0,xxx,,0,0,0,0,0,0,8.75,0,8.23375,0,,,331,x,xxxxxxxx
CMLT06AMC1,85420776,,1,1,20081125,20081001,,991.41,53.3,0,0,0,0,0,1.73,127923.26,127840.48,0,0,82.78,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,82.78,938.11,N,0,0,0,1074.19,0,0,0,xxx,,0,0,0,0,0,0,9.3,0,8.78375,0,,,331,x,xxxxxxxx
CMLT06AMC1,85429496,,1,1,20081125,20080901,,481.26,26.44,0,0,0,0,0,0.86,63463.42,63446.85,0,0,16.57,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,16.57,454.82,N,0,0,0,497.83,0,0,0,xxx,,0,0,0,0,0,0,9.1,0,8.58375,0,,,331,x,xxxxxxxx
CMLT06AMC1,85436137,,1,1,20081125,20081001,,1742.71,99.58,0,0,0,0,0,3.24,239000,239000,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643.13,N,0,0,0,1742.71,0,0,0,xxx,,0,0,0,0,0,0,8.75,0,8.23375,0,,,331,x,xxxxxxxx
CMLT06AMC1,85472694,,2,1,20081125,20081001,,1903.12,108.75,0,0,0,0,0,3.53,260999.99,260999.99,0,0,0.01,0,-0.01,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1794.37,N,0,0,0,1903.13,0,0,0,xxx,,0,0,0,0,0,0,8.75,0,8.23375,0,,,331,x,xxxxxxxx
CMLT06AMC1,85473452,,2,1,20081125,20080801,,1312.5,75,0,0,0,0,0,2.44,180000,180000,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237.5,N,0,0,0,1312.5,0,0,0,xxx,,0,0,0,0,0,0,8.75,0,8.23375,0,,,331,x,xxxxxxxx
